Carrier,Depart,Arrive,Travel Date,Duration,Dep-Time,Arrive-Time,No. of Stops,Fare
Air India,New Delhi,Mumbai,"Mon, 11 Oct",2h 15m,09:00,11:15,Non Stop,"11,310"
Go First,New Delhi,Mumbai,"Mon, 11 Oct",10h 15m,08:00,18:15,1 Stop,"11,609"
Air India,New Delhi,Mumbai,"Mon, 11 Oct",10h 15m,12:10,22:25,1 Stop,"11,888"
Air India,New Delhi,Mumbai,"Mon, 11 Oct",8h 45m,04:55,13:40,1 Stop,"11,900"
Air India,New Delhi,Mumbai,"Mon, 11 Oct",22h 30m,18:40,"17:10
+ 1 day",1 Stop,"12,360"
Air India,New Delhi,Mumbai,"Mon, 11 Oct",16h 25m,21:15,"13:40
+ 1 day",1 Stop,"12,530"
Air India,New Delhi,Mumbai,"Mon, 11 Oct",23h 50m,16:35,"16:25
+ 1 day",3 Stop(s),"12,845"
Go First,New Delhi,Mumbai,"Mon, 11 Oct",11h 45m,21:00,"08:45
+ 1 day",1 Stop,"12,885"
Vistara,New Delhi,Mumbai,"Mon, 11 Oct",23h 50m,20:30,"20:20
+ 1 day",1 Stop,"12,990"
Vistara,New Delhi,Mumbai,"Mon, 11 Oct",5h 45m,17:30,23:15,1 Stop,"13,095"
Vistara,New Delhi,Mumbai,"Mon, 11 Oct",26h 50m,17:30,"20:20
+ 1 day",1 Stop,"13,095"
Air India,New Delhi,Mumbai,"Mon, 11 Oct",5h 05m,12:05,17:10,1 Stop,"13,200"
Vistara,New Delhi,Mumbai,"Mon, 11 Oct",16h 00m,20:30,"12:30
+ 1 day",1 Stop,"13,830"
Vistara,New Delhi,Mumbai,"Mon, 11 Oct",5h 30m,07:30,13:00,1 Stop,"14,040"
Vistara,New Delhi,Mumbai,"Mon, 11 Oct",12h 50m,07:30,20:20,1 Stop,"14,040"
Vistara,New Delhi,Mumbai,"Mon, 11 Oct",15h 45m,07:30,23:15,1 Stop,"14,040"
Vistara,New Delhi,Mumbai,"Mon, 11 Oct",6h 40m,06:20,13:00,1 Stop,"14,565"
Vistara,New Delhi,Mumbai,"Mon, 11 Oct",14h 00m,06:20,20:20,1 Stop,"14,565"
Vistara,New Delhi,Mumbai,"Mon, 11 Oct",16h 55m,06:20,23:15,1 Stop,"14,565"
Air India,New Delhi,Mumbai,"Mon, 11 Oct",6h 55m,16:35,23:30,1 Stop,"15,195"
Air India,New Delhi,Mumbai,"Mon, 11 Oct",14h 35m,16:35,"07:10
+ 1 day",1 Stop,"15,195"
Air India,New Delhi,Mumbai,"Mon, 11 Oct",17h 05m,16:35,"09:40
+ 1 day",1 Stop,"15,195"
Air Asia,New Delhi,Mumbai,"Tue, 12 Oct",7h 35m,12:40,20:15,1 Stop,"5,953"
Air Asia,New Delhi,Mumbai,"Tue, 12 Oct",8h 20m,11:55,20:15,1 Stop,"5,953"
Air Asia,New Delhi,Mumbai,"Tue, 12 Oct",8h 35m,08:00,16:35,1 Stop,"5,953"
Air Asia,New Delhi,Mumbai,"Tue, 12 Oct",14h 55m,05:20,20:15,1 Stop,"5,953"
Air Asia,New Delhi,Mumbai,"Tue, 12 Oct",16h 55m,21:20,"14:15
+ 1 day",1 Stop,"5,953"
Go First,New Delhi,Mumbai,"Tue, 12 Oct",2h 05m,06:15,08:20,Non Stop,"5,954"
Go First,New Delhi,Mumbai,"Tue, 12 Oct",2h 05m,09:00,11:05,Non Stop,"5,954"
Go First,New Delhi,Mumbai,"Tue, 12 Oct",2h 05m,14:20,16:25,Non Stop,"5,954"
Go First,New Delhi,Mumbai,"Tue, 12 Oct",2h 05m,18:40,20:45,Non Stop,"5,954"
Go First,New Delhi,Mumbai,"Tue, 12 Oct",2h 05m,22:45,"00:50
+ 1 day",Non Stop,"5,954"
Go First,New Delhi,Mumbai,"Tue, 12 Oct",4h 50m,08:10,13:00,1 Stop,"5,954"
Go First,New Delhi,Mumbai,"Tue, 12 Oct",5h 00m,10:40,15:40,1 Stop,"5,954"
Go First,New Delhi,Mumbai,"Tue, 12 Oct",5h 55m,12:20,18:15,1 Stop,"5,954"
Go First,New Delhi,Mumbai,"Tue, 12 Oct",6h 25m,09:20,15:45,1 Stop,"5,954"
Go First,New Delhi,Mumbai,"Tue, 12 Oct",6h 45m,12:35,19:20,1 Stop,"5,954"
Go First,New Delhi,Mumbai,"Tue, 12 Oct",6h 50m,10:40,17:30,1 Stop,"5,954"
Go First,New Delhi,Mumbai,"Tue, 12 Oct",6h 55m,11:20,18:15,1 Stop,"5,954"
Go First,New Delhi,Mumbai,"Tue, 12 Oct",7h 30m,08:10,15:40,1 Stop,"5,954"
Go First,New Delhi,Mumbai,"Tue, 12 Oct",9h 05m,09:10,18:15,1 Stop,"5,954"
Go First,New Delhi,Mumbai,"Tue, 12 Oct",9h 20m,08:10,17:30,1 Stop,"5,954"
Go First,New Delhi,Mumbai,"Tue, 12 Oct",10h 15m,08:00,18:15,1 Stop,"5,954"
Vistara,New Delhi,Mumbai,"Tue, 12 Oct",2h 00m,06:00,08:00,Non Stop,"5,955"
IndiGo,New Delhi,Mumbai,"Tue, 12 Oct",2h 00m,19:05,21:05,Non Stop,"5,955"
Air India,New Delhi,Mumbai,"Tue, 12 Oct",2h 05m,07:00,09:05,Non Stop,"5,955"
Vistara,New Delhi,Mumbai,"Tue, 12 Oct",2h 05m,09:30,11:35,Non Stop,"5,955"
IndiGo,New Delhi,Mumbai,"Tue, 12 Oct",2h 05m,12:00,14:05,Non Stop,"5,955"
IndiGo,New Delhi,Mumbai,"Tue, 12 Oct",2h 05m,14:00,16:05,Non Stop,"5,955"
Vistara,New Delhi,Mumbai,"Tue, 12 Oct",2h 05m,15:10,17:15,Non Stop,"5,955"
IndiGo,New Delhi,Mumbai,"Tue, 12 Oct",2h 05m,20:30,22:35,Non Stop,"5,955"
IndiGo,New Delhi,Mumbai,"Tue, 12 Oct",2h 10m,05:00,07:10,Non Stop,"5,955"
IndiGo,New Delhi,Mumbai,"Tue, 12 Oct",2h 10m,06:10,08:20,Non Stop,"5,955"
Air India,New Delhi,Mumbai,"Tue, 12 Oct",2h 10m,08:00,10:10,Non Stop,"5,955"
IndiGo,New Delhi,Mumbai,"Tue, 12 Oct",2h 10m,08:55,11:05,Non Stop,"5,955"
Vistara,New Delhi,Mumbai,"Tue, 12 Oct",2h 10m,10:20,12:30,Non Stop,"5,955"
Air India,New Delhi,Mumbai,"Tue, 12 Oct",2h 10m,10:40,12:50,Non Stop,"5,955"
Vistara,New Delhi,Mumbai,"Tue, 12 Oct",2h 10m,12:45,14:55,Non Stop,"5,955"
Vistara,New Delhi,Mumbai,"Tue, 12 Oct",2h 10m,16:55,19:05,Non Stop,"5,955"
Air India,New Delhi,Mumbai,"Tue, 12 Oct",2h 10m,20:00,22:10,Non Stop,"5,955"
Vistara,New Delhi,Mumbai,"Tue, 12 Oct",2h 10m,20:50,23:00,Non Stop,"5,955"
IndiGo,New Delhi,Mumbai,"Tue, 12 Oct",2h 10m,21:55,"00:05
+ 1 day",Non Stop,"5,955"
Vistara,New Delhi,Mumbai,"Tue, 12 Oct",2h 15m,07:30,09:45,Non Stop,"5,955"
Air India,New Delhi,Mumbai,"Tue, 12 Oct",2h 15m,09:00,11:15,Non Stop,"5,955"
IndiGo,New Delhi,Mumbai,"Tue, 12 Oct",2h 15m,10:10,12:25,Non Stop,"5,955"
IndiGo,New Delhi,Mumbai,"Tue, 12 Oct",2h 15m,15:35,17:50,Non Stop,"5,955"
Air India,New Delhi,Mumbai,"Tue, 12 Oct",2h 15m,19:00,21:15,Non Stop,"5,955"
Vistara,New Delhi,Mumbai,"Tue, 12 Oct",2h 15m,19:45,22:00,Non Stop,"5,955"
Vistara,New Delhi,Mumbai,"Tue, 12 Oct",2h 20m,08:50,11:10,Non Stop,"5,955"
Vistara,New Delhi,Mumbai,"Tue, 12 Oct",2h 20m,17:45,20:05,Non Stop,"5,955"
Vistara,New Delhi,Mumbai,"Tue, 12 Oct",2h 20m,18:55,21:15,Non Stop,"5,955"
SpiceJet,New Delhi,Mumbai,"Tue, 12 Oct",2h 20m,20:20,22:40,Non Stop,"5,955"
IndiGo,New Delhi,Mumbai,"Tue, 12 Oct",2h 25m,17:45,20:10,Non Stop,"5,955"
Air India,New Delhi,Mumbai,"Tue, 12 Oct",3h 35m,18:00,21:35,1 Stop,"5,955"
IndiGo,New Delhi,Mumbai,"Tue, 12 Oct",5h 15m,09:35,14:50,1 Stop,"5,955"
SpiceJet,New Delhi,Mumbai,"Tue, 12 Oct",8h 40m,06:05,14:45,1 Stop,"5,955"
IndiGo,New Delhi,Mumbai,"Tue, 12 Oct",9h 00m,09:35,18:35,1 Stop,"5,955"
SpiceJet,New Delhi,Mumbai,"Tue, 12 Oct",10h 05m,06:50,16:55,1 Stop,"5,955"
SpiceJet,New Delhi,Mumbai,"Tue, 12 Oct",16h 25m,18:15,"10:40
+ 1 day",1 Stop,"5,955"
SpiceJet,New Delhi,Mumbai,"Tue, 12 Oct",22h 10m,16:35,"14:45
+ 1 day",1 Stop,"5,955"
Air Asia,New Delhi,Mumbai,"Tue, 12 Oct",2h 20m,19:55,22:15,Non Stop,"5,956"
SpiceJet,New Delhi,Mumbai,"Tue, 12 Oct",2h 00m,18:40,20:40,Non Stop,"6,270"
Air India,New Delhi,Mumbai,"Tue, 12 Oct",3h 10m,15:05,18:15,1 Stop,"6,375"
IndiGo,New Delhi,Mumbai,"Tue, 12 Oct",7h 15m,11:30,18:45,1 Stop,"7,163"
IndiGo,New Delhi,Mumbai,"Tue, 12 Oct",10h 35m,08:10,18:45,1 Stop,"7,163"
SpiceJet,New Delhi,Mumbai,"Tue, 12 Oct",3h 50m,10:00,13:50,1 Stop,"7,424"
Air India,New Delhi,Mumbai,"Tue, 12 Oct",3h 55m,05:45,09:40,1 Stop,"7,468"
Air India,New Delhi,Mumbai,"Tue, 12 Oct",13h 40m,20:00,"09:40
+ 1 day",1 Stop,"7,468"
Air India,New Delhi,Mumbai,"Tue, 12 Oct",14h 25m,09:00,23:25,1 Stop,"7,468"
Air India,New Delhi,Mumbai,"Tue, 12 Oct",17h 40m,05:45,23:25,1 Stop,"7,468"
Air India,New Delhi,Mumbai,"Tue, 12 Oct",24h 40m,09:00,"09:40
+ 1 day",1 Stop,"7,468"
SpiceJet,New Delhi,Mumbai,"Tue, 12 Oct",24h 15m,16:40,"16:55
+ 1 day",1 Stop,"8,028"
IndiGo,New Delhi,Mumbai,"Tue, 12 Oct",4h 25m,18:10,22:35,1 Stop,"8,055"
IndiGo,New Delhi,Mumbai,"Tue, 12 Oct",10h 05m,12:30,22:35,1 Stop,"8,055"
Air India,New Delhi,Mumbai,"Tue, 12 Oct",4h 30m,13:20,17:50,1 Stop,"8,160"
Air India,New Delhi,Mumbai,"Tue, 12 Oct",8h 35m,07:15,15:50,1 Stop,"8,160"
Vistara,New Delhi,Mumbai,"Tue, 12 Oct",26h 40m,13:20,"16:00
+ 1 day",1 Stop,"8,160"
IndiGo,New Delhi,Mumbai,"Tue, 12 Oct",4h 55m,13:40,18:35,1 Stop,"8,265"
IndiGo,New Delhi,Mumbai,"Tue, 12 Oct",9h 10m,07:40,16:50,1 Stop,"8,423"
IndiGo,New Delhi,Mumbai,"Tue, 12 Oct",4h 00m,13:45,17:45,1 Stop,"8,895"
IndiGo,New Delhi,Mumbai,"Tue, 12 Oct",4h 15m,08:55,13:10,1 Stop,"8,895"
IndiGo,New Delhi,Mumbai,"Tue, 12 Oct",4h 15m,18:45,23:00,1 Stop,"8,895"
IndiGo,New Delhi,Mumbai,"Tue, 12 Oct",5h 00m,08:10,13:10,1 Stop,"8,895"
IndiGo,New Delhi,Mumbai,"Tue, 12 Oct",5h 40m,13:50,19:30,1 Stop,"8,895"
IndiGo,New Delhi,Mumbai,"Tue, 12 Oct",5h 50m,07:20,13:10,1 Stop,"8,895"
IndiGo,New Delhi,Mumbai,"Tue, 12 Oct",7h 45m,08:55,16:40,1 Stop,"8,895"
IndiGo,New Delhi,Mumbai,"Tue, 12 Oct",9h 10m,13:50,23:00,1 Stop,"8,895"
IndiGo,New Delhi,Mumbai,"Tue, 12 Oct",9h 20m,07:20,16:40,1 Stop,"8,895"
IndiGo,New Delhi,Mumbai,"Tue, 12 Oct",9h 35m,08:10,17:45,1 Stop,"8,895"
IndiGo,New Delhi,Mumbai,"Tue, 12 Oct",10h 35m,08:55,19:30,1 Stop,"8,895"
Vistara,New Delhi,Mumbai,"Tue, 12 Oct",4h 25m,17:10,21:35,1 Stop,"9,000"
Air India,New Delhi,Mumbai,"Tue, 12 Oct",13h 40m,06:20,20:00,1 Stop,"9,000"
Vistara,New Delhi,Mumbai,"Tue, 12 Oct",21h 50m,17:10,"15:00
+ 1 day",1 Stop,"9,000"
Air India,New Delhi,Mumbai,"Tue, 12 Oct",23h 50m,20:10,"20:00
+ 1 day",1 Stop,"9,000"
IndiGo,New Delhi,Mumbai,"Tue, 12 Oct",7h 40m,13:50,21:30,1 Stop,"9,210"
Air India,New Delhi,Mumbai,"Tue, 12 Oct",23h 50m,16:35,"16:25
+ 1 day",2 Stop(s),"9,590"
Vistara,New Delhi,Mumbai,"Tue, 12 Oct",7h 55m,13:40,21:35,1 Stop,"9,735"
IndiGo,New Delhi,Mumbai,"Tue, 12 Oct",5h 25m,13:10,18:35,1 Stop,"9,788"
Vistara,New Delhi,Mumbai,"Tue, 12 Oct",5h 15m,17:45,23:00,1 Stop,"9,840"
Vistara,New Delhi,Mumbai,"Tue, 12 Oct",7h 50m,07:10,15:00,1 Stop,"9,840"
Vistara,New Delhi,Mumbai,"Tue, 12 Oct",8h 15m,14:45,23:00,1 Stop,"9,840"
Air India,New Delhi,Mumbai,"Tue, 12 Oct",9h 45m,21:25,"07:10
+ 1 day",1 Stop,"9,840"
Air India,New Delhi,Mumbai,"Tue, 12 Oct",12h 15m,21:25,"09:40
+ 1 day",1 Stop,"9,840"
Air India,New Delhi,Mumbai,"Tue, 12 Oct",13h 45m,09:45,23:30,1 Stop,"9,840"
Vistara,New Delhi,Mumbai,"Tue, 12 Oct",14h 05m,20:35,"10:40
+ 1 day",1 Stop,"9,840"
Air India,New Delhi,Mumbai,"Tue, 12 Oct",15h 30m,08:00,23:30,1 Stop,"9,840"
Vistara,New Delhi,Mumbai,"Tue, 12 Oct",15h 50m,07:10,23:00,1 Stop,"9,840"
Vistara,New Delhi,Mumbai,"Tue, 12 Oct",16h 55m,17:45,"10:40
+ 1 day",1 Stop,"9,840"
Vistara,New Delhi,Mumbai,"Tue, 12 Oct",18h 25m,20:35,"15:00
+ 1 day",1 Stop,"9,840"
Vistara,New Delhi,Mumbai,"Tue, 12 Oct",19h 55m,14:45,"10:40
+ 1 day",1 Stop,"9,840"
Air India,New Delhi,Mumbai,"Tue, 12 Oct",21h 25m,09:45,"07:10
+ 1 day",1 Stop,"9,840"
Air India,New Delhi,Mumbai,"Tue, 12 Oct",23h 10m,08:00,"07:10
+ 1 day",1 Stop,"9,840"
Air India,New Delhi,Mumbai,"Tue, 12 Oct",23h 55m,09:45,"09:40
+ 1 day",1 Stop,"9,840"
Air India,New Delhi,Mumbai,"Tue, 12 Oct",6h 35m,12:50,19:25,1 Stop,"9,988"
Go First,New Delhi,Mumbai,"Tue, 12 Oct",5h 35m,15:30,21:05,1 Stop,"10,339"
Go First,New Delhi,Mumbai,"Tue, 12 Oct",6h 45m,08:10,14:55,1 Stop,"10,365"
Vistara,New Delhi,Mumbai,"Tue, 12 Oct",5h 20m,08:15,13:35,1 Stop,"10,470"
Vistara,New Delhi,Mumbai,"Tue, 12 Oct",6h 30m,08:15,14:45,1 Stop,"10,470"
Vistara,New Delhi,Mumbai,"Tue, 12 Oct",20h 25m,17:10,"13:35
+ 1 day",1 Stop,"10,470"
Vistara,New Delhi,Mumbai,"Tue, 12 Oct",21h 35m,17:10,"14:45
+ 1 day",1 Stop,"10,470"
Vistara,New Delhi,Mumbai,"Tue, 12 Oct",26h 25m,11:10,"13:35
+ 1 day",1 Stop,"10,470"
Vistara,New Delhi,Mumbai,"Tue, 12 Oct",27h 35m,11:10,"14:45
+ 1 day",1 Stop,"10,470"
Air India,New Delhi,Mumbai,"Tue, 12 Oct",5h 00m,12:10,17:10,1 Stop,"10,680"
Vistara,New Delhi,Mumbai,"Tue, 12 Oct",5h 00m,13:20,18:20,1 Stop,"10,680"
Air India,New Delhi,Mumbai,"Tue, 12 Oct",5h 25m,10:15,15:40,1 Stop,"10,680"
Air India,New Delhi,Mumbai,"Tue, 12 Oct",22h 30m,18:40,"17:10
+ 1 day",1 Stop,"10,680"
Air India,New Delhi,Mumbai,"Tue, 12 Oct",8h 45m,04:55,13:40,1 Stop,"11,900"
Air India,New Delhi,Mumbai,"Tue, 12 Oct",16h 25m,21:15,"13:40
+ 1 day",1 Stop,"11,900"
SpiceJet,New Delhi,Mumbai,"Tue, 12 Oct",22h 40m,12:00,"10:40
+ 1 day",1 Stop,"12,675"
Go First,New Delhi,Mumbai,"Tue, 12 Oct",11h 45m,21:00,"08:45
+ 1 day",1 Stop,"12,885"
Air India,New Delhi,Mumbai,"Tue, 12 Oct",26h 50m,16:55,"19:45
+ 1 day",1 Stop,"12,990"
Air India,New Delhi,Mumbai,"Tue, 12 Oct",19h 30m,16:55,"12:25
+ 1 day",1 Stop,"15,195"
Air India,New Delhi,Mumbai,"Tue, 12 Oct",23h 30m,20:15,"19:45
+ 1 day",1 Stop,"18,345"
Air India,New Delhi,Mumbai,"Tue, 12 Oct",16h 10m,20:15,"12:25
+ 1 day",1 Stop,"20,550"
Air Asia,New Delhi,Mumbai,"Wed, 13 Oct",6h 35m,09:25,16:00,1 Stop,"5,953"
Air Asia,New Delhi,Mumbai,"Wed, 13 Oct",7h 35m,12:40,20:15,1 Stop,"5,953"
Air Asia,New Delhi,Mumbai,"Wed, 13 Oct",8h 20m,11:55,20:15,1 Stop,"5,953"
Air Asia,New Delhi,Mumbai,"Wed, 13 Oct",8h 35m,08:00,16:35,1 Stop,"5,953"
Air Asia,New Delhi,Mumbai,"Wed, 13 Oct",9h 20m,04:55,14:15,1 Stop,"5,953"
Air Asia,New Delhi,Mumbai,"Wed, 13 Oct",11h 45m,18:35,"06:20
+ 1 day",1 Stop,"5,953"
Air Asia,New Delhi,Mumbai,"Wed, 13 Oct",14h 05m,16:15,"06:20
+ 1 day",1 Stop,"5,953"
Air Asia,New Delhi,Mumbai,"Wed, 13 Oct",14h 55m,05:20,20:15,1 Stop,"5,953"
Go First,New Delhi,Mumbai,"Wed, 13 Oct",2h 05m,06:15,08:20,Non Stop,"5,954"
Go First,New Delhi,Mumbai,"Wed, 13 Oct",2h 05m,09:00,11:05,Non Stop,"5,954"
Go First,New Delhi,Mumbai,"Wed, 13 Oct",2h 05m,14:20,16:25,Non Stop,"5,954"
Go First,New Delhi,Mumbai,"Wed, 13 Oct",2h 05m,18:40,20:45,Non Stop,"5,954"
Go First,New Delhi,Mumbai,"Wed, 13 Oct",2h 05m,20:00,22:05,Non Stop,"5,954"
Go First,New Delhi,Mumbai,"Wed, 13 Oct",2h 05m,21:30,23:35,Non Stop,"5,954"
Go First,New Delhi,Mumbai,"Wed, 13 Oct",2h 15m,22:45,"01:00
+ 1 day",Non Stop,"5,954"
Go First,New Delhi,Mumbai,"Wed, 13 Oct",4h 40m,17:45,22:25,1 Stop,"5,954"
Go First,New Delhi,Mumbai,"Wed, 13 Oct",4h 50m,08:10,13:00,1 Stop,"5,954"
Go First,New Delhi,Mumbai,"Wed, 13 Oct",5h 35m,15:30,21:05,1 Stop,"5,954"
Go First,New Delhi,Mumbai,"Wed, 13 Oct",5h 50m,13:30,19:20,1 Stop,"5,954"
Go First,New Delhi,Mumbai,"Wed, 13 Oct",5h 55m,12:20,18:15,1 Stop,"5,954"
Go First,New Delhi,Mumbai,"Wed, 13 Oct",6h 25m,09:20,15:45,1 Stop,"5,954"
Go First,New Delhi,Mumbai,"Wed, 13 Oct",6h 45m,08:10,14:55,1 Stop,"5,954"
Go First,New Delhi,Mumbai,"Wed, 13 Oct",6h 45m,12:35,19:20,1 Stop,"5,954"
Go First,New Delhi,Mumbai,"Wed, 13 Oct",7h 15m,15:30,22:45,1 Stop,"5,954"
Go First,New Delhi,Mumbai,"Wed, 13 Oct",7h 30m,08:10,15:40,1 Stop,"5,954"
Go First,New Delhi,Mumbai,"Wed, 13 Oct",9h 20m,08:10,17:30,1 Stop,"5,954"
Vistara,New Delhi,Mumbai,"Wed, 13 Oct",2h 00m,06:00,08:00,Non Stop,"5,955"
SpiceJet,New Delhi,Mumbai,"Wed, 13 Oct",2h 00m,18:40,20:40,Non Stop,"5,955"
IndiGo,New Delhi,Mumbai,"Wed, 13 Oct",2h 00m,19:05,21:05,Non Stop,"5,955"
Air India,New Delhi,Mumbai,"Wed, 13 Oct",2h 05m,07:00,09:05,Non Stop,"5,955"
Vistara,New Delhi,Mumbai,"Wed, 13 Oct",2h 05m,09:30,11:35,Non Stop,"5,955"
IndiGo,New Delhi,Mumbai,"Wed, 13 Oct",2h 05m,14:00,16:05,Non Stop,"5,955"
Vistara,New Delhi,Mumbai,"Wed, 13 Oct",2h 05m,15:10,17:15,Non Stop,"5,955"
IndiGo,New Delhi,Mumbai,"Wed, 13 Oct",2h 05m,20:30,22:35,Non Stop,"5,955"
IndiGo,New Delhi,Mumbai,"Wed, 13 Oct",2h 10m,05:00,07:10,Non Stop,"5,955"
IndiGo,New Delhi,Mumbai,"Wed, 13 Oct",2h 10m,06:10,08:20,Non Stop,"5,955"
Air India,New Delhi,Mumbai,"Wed, 13 Oct",2h 10m,08:00,10:10,Non Stop,"5,955"
IndiGo,New Delhi,Mumbai,"Wed, 13 Oct",2h 10m,08:55,11:05,Non Stop,"5,955"
Vistara,New Delhi,Mumbai,"Wed, 13 Oct",2h 10m,10:20,12:30,Non Stop,"5,955"
Air India,New Delhi,Mumbai,"Wed, 13 Oct",2h 10m,10:40,12:50,Non Stop,"5,955"
Vistara,New Delhi,Mumbai,"Wed, 13 Oct",2h 10m,12:45,14:55,Non Stop,"5,955"
Vistara,New Delhi,Mumbai,"Wed, 13 Oct",2h 10m,16:55,19:05,Non Stop,"5,955"
Air India,New Delhi,Mumbai,"Wed, 13 Oct",2h 10m,20:00,22:10,Non Stop,"5,955"
Vistara,New Delhi,Mumbai,"Wed, 13 Oct",2h 10m,20:50,23:00,Non Stop,"5,955"
IndiGo,New Delhi,Mumbai,"Wed, 13 Oct",2h 10m,21:55,"00:05
+ 1 day",Non Stop,"5,955"
SpiceJet,New Delhi,Mumbai,"Wed, 13 Oct",2h 15m,06:50,09:05,Non Stop,"5,955"
Vistara,New Delhi,Mumbai,"Wed, 13 Oct",2h 15m,07:30,09:45,Non Stop,"5,955"
Air India,New Delhi,Mumbai,"Wed, 13 Oct",2h 15m,09:00,11:15,Non Stop,"5,955"
IndiGo,New Delhi,Mumbai,"Wed, 13 Oct",2h 15m,10:10,12:25,Non Stop,"5,955"
IndiGo,New Delhi,Mumbai,"Wed, 13 Oct",2h 15m,15:35,17:50,Non Stop,"5,955"
Air India,New Delhi,Mumbai,"Wed, 13 Oct",2h 15m,19:00,21:15,Non Stop,"5,955"
Vistara,New Delhi,Mumbai,"Wed, 13 Oct",2h 15m,19:45,22:00,Non Stop,"5,955"
Vistara,New Delhi,Mumbai,"Wed, 13 Oct",2h 20m,08:50,11:10,Non Stop,"5,955"
Vistara,New Delhi,Mumbai,"Wed, 13 Oct",2h 20m,17:45,20:05,Non Stop,"5,955"
Vistara,New Delhi,Mumbai,"Wed, 13 Oct",2h 20m,18:55,21:15,Non Stop,"5,955"
SpiceJet,New Delhi,Mumbai,"Wed, 13 Oct",2h 20m,20:20,22:40,Non Stop,"5,955"
IndiGo,New Delhi,Mumbai,"Wed, 13 Oct",2h 25m,17:45,20:10,Non Stop,"5,955"
Air India,New Delhi,Mumbai,"Wed, 13 Oct",3h 10m,15:05,18:15,1 Stop,"5,955"
SpiceJet,New Delhi,Mumbai,"Wed, 13 Oct",3h 35m,06:35,10:10,1 Stop,"5,955"
SpiceJet,New Delhi,Mumbai,"Wed, 13 Oct",10h 05m,06:50,16:55,1 Stop,"5,955"
SpiceJet,New Delhi,Mumbai,"Wed, 13 Oct",22h 10m,16:35,"14:45
+ 1 day",1 Stop,"5,955"
Air Asia,New Delhi,Mumbai,"Wed, 13 Oct",2h 20m,19:55,22:15,Non Stop,"5,956"
SpiceJet,New Delhi,Mumbai,"Wed, 13 Oct",5h 30m,09:15,14:45,1 Stop,"6,271"
Air India,New Delhi,Mumbai,"Wed, 13 Oct",3h 45m,17:50,21:35,1 Stop,"6,375"
IndiGo,New Delhi,Mumbai,"Wed, 13 Oct",7h 15m,11:30,18:45,1 Stop,"7,163"
IndiGo,New Delhi,Mumbai,"Wed, 13 Oct",10h 35m,08:10,18:45,1 Stop,"7,163"
Air India,New Delhi,Mumbai,"Wed, 13 Oct",14h 45m,08:40,23:25,1 Stop,"7,468"
Air India,New Delhi,Mumbai,"Wed, 13 Oct",25h 00m,08:40,"09:40
+ 1 day",1 Stop,"7,468"
IndiGo,New Delhi,Mumbai,"Wed, 13 Oct",4h 25m,18:10,22:35,1 Stop,"8,055"
IndiGo,New Delhi,Mumbai,"Wed, 13 Oct",10h 05m,12:30,22:35,1 Stop,"8,055"
Air India,New Delhi,Mumbai,"Wed, 13 Oct",3h 50m,12:00,15:50,1 Stop,"8,160"
Air India,New Delhi,Mumbai,"Wed, 13 Oct",8h 35m,07:15,15:50,1 Stop,"8,160"
Air India,New Delhi,Mumbai,"Wed, 13 Oct",26h 50m,13:00,"15:50
+ 1 day",1 Stop,"8,160"
IndiGo,New Delhi,Mumbai,"Wed, 13 Oct",4h 55m,13:40,18:35,1 Stop,"8,265"
SpiceJet,New Delhi,Mumbai,"Wed, 13 Oct",24h 15m,16:40,"16:55
+ 1 day",1 Stop,"8,342"
IndiGo,New Delhi,Mumbai,"Wed, 13 Oct",9h 10m,07:40,16:50,1 Stop,"8,475"
IndiGo,New Delhi,Mumbai,"Wed, 13 Oct",4h 00m,13:45,17:45,1 Stop,"8,895"
IndiGo,New Delhi,Mumbai,"Wed, 13 Oct",4h 15m,08:55,13:10,1 Stop,"8,895"
IndiGo,New Delhi,Mumbai,"Wed, 13 Oct",4h 15m,18:45,23:00,1 Stop,"8,895"
IndiGo,New Delhi,Mumbai,"Wed, 13 Oct",5h 00m,08:10,13:10,1 Stop,"8,895"
IndiGo,New Delhi,Mumbai,"Wed, 13 Oct",5h 40m,13:50,19:30,1 Stop,"8,895"
IndiGo,New Delhi,Mumbai,"Wed, 13 Oct",5h 50m,07:20,13:10,1 Stop,"8,895"
IndiGo,New Delhi,Mumbai,"Wed, 13 Oct",7h 40m,13:50,21:30,1 Stop,"8,895"
IndiGo,New Delhi,Mumbai,"Wed, 13 Oct",7h 45m,08:55,16:40,1 Stop,"8,895"
IndiGo,New Delhi,Mumbai,"Wed, 13 Oct",9h 10m,13:50,23:00,1 Stop,"8,895"
IndiGo,New Delhi,Mumbai,"Wed, 13 Oct",9h 20m,07:20,16:40,1 Stop,"8,895"
IndiGo,New Delhi,Mumbai,"Wed, 13 Oct",9h 35m,08:10,17:45,1 Stop,"8,895"
IndiGo,New Delhi,Mumbai,"Wed, 13 Oct",10h 35m,08:55,19:30,1 Stop,"8,895"
Air India,New Delhi,Mumbai,"Wed, 13 Oct",13h 40m,06:20,20:00,1 Stop,"9,000"
Air India,New Delhi,Mumbai,"Wed, 13 Oct",17h 05m,06:00,23:05,1 Stop,"9,000"
Air India,New Delhi,Mumbai,"Wed, 13 Oct",23h 50m,20:10,"20:00
+ 1 day",1 Stop,"9,000"
